Price Hub,Trade Date,Delivery Start Date,Delivery End Date,High Price $/MWh, Low Price $/MWh , Wtd Avg Price $/MWh ,Change, Daily Volume MWh ,Number of Trades,Number of Counterparties
ERCOT North 345KV Peak,4/11/2016,4/12/2016,4/12/2016,24.25,23.5,23.81,-1.83,6 400,8,6
ERCOT North 345KV Peak,4/12/2016,4/13/2016,4/13/2016,23.5,23.5,23.5,-0.31,1 600,2,3
ERCOT North 345KV Peak,4/13/2016,4/14/2016,4/14/2016,21,21,21,-2.5,11 200,14,6
ERCOT North 345KV Peak,4/15/2016,4/18/2016,4/18/2016,20.25,19,19.68,-1.32,5 600,7,5
ERCOT North 345KV Peak,4/18/2016,4/19/2016,4/19/2016,26,24.25,25.08,5.4,2 400,3,5
ERCOT North 345KV Peak,4/19/2016,4/20/2016,4/20/2016,25,24.5,24.6,-0.48,4 000,5,4
ERCOT North 345KV Peak,4/20/2016,4/21/2016,4/21/2016,23.5,23.5,23.5,-1.1,800,1,2
ERCOT North 345KV Peak,4/21/2016,4/22/2016,4/22/2016,26.75,26.5,26.63,3.13,1 600,2,2
ERCOT North 345KV Peak,4/22/2016,4/25/2016,4/25/2016,28.5,28.5,28.5,1.87,800,1,2
ERCOT North 345KV Peak,4/26/2016,4/27/2016,4/27/2016,30,29.5,29.83,1.33,2 400,3,4
ERCOT North 345KV Peak,4/27/2016,4/28/2016,4/28/2016,24.25,24.25,24.25,-5.58,800,1,2
ERCOT North 345KV Peak,4/28/2016,4/29/2016,4/29/2016,21,20.5,20.75,-3.5,1 600,2,4
ERCOT North 345KV Peak,4/29/2016,5/2/2016,5/2/2016,19.5,19,19.03,-1.72,12 000,15,8
ERCOT North 345KV Peak,5/2/2016,5/3/2016,5/3/2016,23.5,22,22.77,3.74,10 400,12,7
ERCOT North 345KV Peak,5/3/2016,5/4/2016,5/4/2016,22.75,22,22.32,-0.45,16 800,17,6
ERCOT North 345KV Peak,5/4/2016,5/5/2016,5/5/2016,24,23.95,23.97,1.65,2 400,3,3
ERCOT North 345KV Peak,5/5/2016,5/6/2016,5/6/2016,22.25,21.25,21.64,-2.33,8 000,10,8
ERCOT North 345KV Peak,5/6/2016,5/9/2016,5/9/2016,24,24,24,2.36,4 800,6,4
ERCOT North 345KV Peak,5/9/2016,5/10/2016,5/10/2016,35,32.75,33.64,9.64,11 200,11,7
ERCOT North 345KV Peak,5/10/2016,5/11/2016,5/11/2016,30,28.5,29.25,-4.39,3 200,4,6
ERCOT North 345KV Peak,5/11/2016,5/12/2016,5/12/2016,23,22.75,22.95,-6.3,8 000,10,6
ERCOT North 345KV Peak,5/12/2016,5/13/2016,5/13/2016,26.5,26,26.31,3.36,3 200,4,4
ERCOT North 345KV Peak,5/13/2016,5/16/2016,5/16/2016,22,21.75,21.99,-4.32,15 200,17,8
ERCOT North 345KV Peak,5/16/2016,5/17/2016,5/17/2016,23,22.5,22.71,0.72,11 200,13,11
ERCOT North 345KV Peak,5/17/2016,5/18/2016,5/18/2016,20,20,20,-2.71,800,1,2
ERCOT North 345KV Peak,5/18/2016,5/19/2016,5/19/2016,19,19,19,-1,6 400,8,7
ERCOT North 345KV Peak,5/19/2016,5/20/2016,5/20/2016,21.5,21.25,21.45,2.45,4 000,5,4
ERCOT North 345KV Peak,5/20/2016,5/23/2016,5/23/2016,22.5,22.5,22.5,1.05,7 200,9,7
ERCOT North 345KV Peak,5/23/2016,5/24/2016,5/24/2016,21.5,21.25,21.48,-1.02,9 600,12,7
ERCOT North 345KV Peak,5/24/2016,5/25/2016,5/25/2016,24,22.75,23.05,1.57,8 000,10,8
ERCOT North 345KV Peak,5/25/2016,5/26/2016,5/26/2016,19,18.5,18.67,-4.38,9 600,11,8
ERCOT North 345KV Peak,5/26/2016,5/27/2016,5/27/2016,19.25,18.75,19.14,0.47,24 000,29,7
ERCOT North 345KV Peak,5/27/2016,5/31/2016,5/31/2016,20.75,20.75,20.75,1.61,7 200,3,2
ERCOT North 345KV Peak,5/31/2016,6/1/2016,6/1/2016,20,20,20,-0.75,1 600,2,4
ERCOT North 345KV Peak,6/1/2016,6/2/2016,6/2/2016,21.5,20.75,21.07,1.07,5 600,7,6
ERCOT North 345KV Peak,6/2/2016,6/3/2016,6/3/2016,21,21,21,-0.07,2 400,3,4
ERCOT North 345KV Peak,6/3/2016,6/6/2016,6/6/2016,24.75,24.5,24.58,3.58,2 400,3,4
ERCOT North 345KV Peak,6/6/2016,6/7/2016,6/7/2016,26.75,26.25,26.42,1.84,2 400,3,5
ERCOT North 345KV Peak,6/7/2016,6/8/2016,6/8/2016,24.5,24.5,24.5,-1.92,1 600,2,3
ERCOT North 345KV Peak,6/8/2016,6/9/2016,6/9/2016,22.5,22.25,22.32,-2.18,4 000,5,6
ERCOT North 345KV Peak,6/9/2016,6/10/2016,6/10/2016,22.75,22.5,22.63,0.31,1 600,2,3
ERCOT North 345KV Peak,6/10/2016,6/13/2016,6/13/2016,25.5,25.5,25.5,2.87,800,1,2
ERCOT North 345KV Peak,6/13/2016,6/14/2016,6/14/2016,27.25,27,27.13,1.63,1 600,2,4
ERCOT North 345KV Peak,6/14/2016,6/15/2016,6/15/2016,30,29.5,29.92,2.79,4 800,6,7
ERCOT North 345KV Peak,6/15/2016,6/16/2016,6/16/2016,30,29.75,29.9,-0.02,13 600,13,10
ERCOT North 345KV Peak,6/16/2016,6/17/2016,6/17/2016,38,36,36.61,6.71,18 400,22,14
ERCOT North 345KV Peak,6/17/2016,6/20/2016,6/20/2016,28.05,27.5,27.89,-8.72,7 200,9,5
ERCOT North 345KV Peak,6/20/2016,6/21/2016,6/21/2016,30,29.25,29.66,1.77,11 200,12,11
ERCOT North 345KV Peak,6/21/2016,6/22/2016,6/22/2016,27.5,26.25,26.74,-2.92,17 600,18,8
ERCOT North 345KV Peak,6/22/2016,6/23/2016,6/23/2016,29,29,29,2.26,800,1,2
ERCOT North 345KV Peak,6/23/2016,6/24/2016,6/24/2016,29,28.25,28.73,-0.27,18 400,18,6
ERCOT North 345KV Peak,6/24/2016,6/27/2016,6/27/2016,34.5,33.5,34,5.27,3 200,4,5
ERCOT North 345KV Peak,6/27/2016,6/28/2016,6/28/2016,33,32.75,32.95,-1.05,4 000,5,4
ERCOT North 345KV Peak,6/29/2016,6/30/2016,6/30/2016,35,34.25,34.54,1.59,4 800,5,4
ERCOT North 345KV Peak,7/1/2016,7/5/2016,7/5/2016,44,42,43.29,8.75,18 400,23,11
ERCOT North 345KV Peak,7/5/2016,7/6/2016,7/6/2016,32,32,32,-11.29,5 600,3,5
ERCOT North 345KV Peak,7/6/2016,7/7/2016,7/7/2016,29.25,28.75,29.04,-2.96,5 600,7,8
ERCOT North 345KV Peak,7/7/2016,7/8/2016,7/8/2016,31.25,31,31.16,2.12,10 400,12,9
ERCOT North 345KV Peak,7/11/2016,7/12/2016,7/12/2016,27.5,27,27.48,-3.68,16 800,20,9
ERCOT North 345KV Peak,7/12/2016,7/13/2016,7/13/2016,28.5,28,28.08,0.6,4 800,5,6
ERCOT North 345KV Peak,7/13/2016,7/14/2016,7/14/2016,29.75,29.25,29.29,1.21,30 400,32,11
ERCOT North 345KV Peak,7/14/2016,7/15/2016,7/15/2016,33,31.75,32.22,2.93,20 000,23,11
ERCOT North 345KV Peak,7/15/2016,7/18/2016,7/18/2016,36,36,36,3.78,3 200,4,3
ERCOT North 345KV Peak,7/18/2016,7/19/2016,7/19/2016,32.5,32.5,32.5,-3.5,8 000,10,8
ERCOT North 345KV Peak,7/19/2016,7/20/2016,7/20/2016,33.75,33.75,33.75,1.25,7 200,9,6
ERCOT North 345KV Peak,7/20/2016,7/21/2016,7/21/2016,40,37,38.72,4.97,6 400,8,8
ERCOT North 345KV Peak,7/21/2016,7/22/2016,7/22/2016,39.25,38.25,38.94,0.22,7 200,7,5
ERCOT North 345KV Peak,7/22/2016,7/25/2016,7/25/2016,33,33,33,-5.94,800,1,2
ERCOT North 345KV Peak,7/25/2016,7/26/2016,7/26/2016,33,32.25,32.57,-0.43,8 800,7,7
ERCOT North 345KV Peak,7/26/2016,7/27/2016,7/27/2016,32.5,31.75,32.08,-0.49,14 400,15,10
ERCOT North 345KV Peak,7/27/2016,7/28/2016,7/28/2016,32.25,31.5,32,-0.08,6 400,6,5
ERCOT North 345KV Peak,7/28/2016,7/29/2016,7/29/2016,33.5,33.25,33.45,1.45,4 000,5,5
ERCOT North 345KV Peak,7/29/2016,8/1/2016,8/1/2016,36,35,35.6,2.15,4 000,5,7
ERCOT North 345KV Peak,8/1/2016,8/2/2016,8/2/2016,35.5,35,35.44,-0.16,9 600,10,8
ERCOT North 345KV Peak,8/2/2016,8/3/2016,8/3/2016,45,41,42.8,7.36,8 000,10,3
ERCOT North 345KV Peak,8/3/2016,8/4/2016,8/4/2016,70,60,68.7,25.9,8 000,8,4
ERCOT North 345KV Peak,8/4/2016,8/5/2016,8/5/2016,63,55,60.86,-7.84,11 200,14,7
ERCOT North 345KV Peak,8/5/2016,8/8/2016,8/8/2016,50,47,49.1,-11.76,17 600,20,5
ERCOT North 345KV Peak,8/8/2016,8/9/2016,8/9/2016,54,49.5,51.16,2.06,12 800,16,7
ERCOT North 345KV Peak,8/9/2016,8/10/2016,8/10/2016,46.25,44,45.13,-6.03,12 000,15,11
ERCOT North 345KV Peak,8/10/2016,8/11/2016,8/11/2016,49.5,48,48.34,3.21,8 800,8,6
ERCOT North 345KV Peak,8/11/2016,8/12/2016,8/12/2016,67,63,65,16.66,1 600,2,2
ERCOT North 345KV Peak,8/12/2016,8/15/2016,8/15/2016,31,30.5,30.67,-34.33,2 400,3,4
ERCOT North 345KV Peak,8/15/2016,8/16/2016,8/16/2016,25,24.5,24.71,-5.96,16 800,14,10
ERCOT North 345KV Peak,8/16/2016,8/17/2016,8/17/2016,25,24.25,24.69,-0.02,20 000,10,9
ERCOT North 345KV Peak,8/17/2016,8/18/2016,8/18/2016,24.75,24.25,24.46,-0.23,11 200,13,10
ERCOT North 345KV Peak,8/18/2016,8/19/2016,8/19/2016,25,24.5,24.81,0.35,6 400,8,7
ERCOT North 345KV Peak,8/19/2016,8/22/2016,8/22/2016,26,25.5,25.79,0.98,5 600,7,5
ERCOT North 345KV Peak,8/22/2016,8/23/2016,8/23/2016,26,25.5,25.69,-0.1,6 400,8,10
ERCOT North 345KV Peak,8/23/2016,8/24/2016,8/24/2016,26.75,26.75,26.75,1.06,4 000,4,4
ERCOT North 345KV Peak,8/24/2016,8/25/2016,8/25/2016,32,29.5,30.92,4.17,4 800,6,7
ERCOT North 345KV Peak,8/25/2016,8/26/2016,8/26/2016,26.75,26.75,26.75,-4.17,4 800,6,3
ERCOT North 345KV Peak,8/26/2016,8/29/2016,8/29/2016,30,30,30,3.25,12 800,11,9
ERCOT North 345KV Peak,8/29/2016,8/30/2016,8/30/2016,33.5,32.5,32.67,2.67,4 800,6,5
ERCOT North 345KV Peak,8/30/2016,8/31/2016,8/31/2016,36.25,35,35.96,3.29,5 600,7,8
ERCOT North 345KV Peak,8/31/2016,9/1/2016,9/1/2016,35,33,33.97,-1.99,13 600,16,11
ERCOT North 345KV Peak,9/1/2016,9/2/2016,9/2/2016,30,30,30,-3.97,1 600,2,4
ERCOT North 345KV Peak,9/6/2016,9/7/2016,9/7/2016,27,27,27,-3,800,1,2
ERCOT North 345KV Peak,9/7/2016,9/8/2016,9/8/2016,31,31,31,4,4 000,3,3
ERCOT North 345KV Peak,9/8/2016,9/9/2016,9/9/2016,28.5,28.25,28.29,-2.71,4 800,6,5
ERCOT North 345KV Peak,9/9/2016,9/12/2016,9/12/2016,28.5,28,28.19,-0.1,3 200,4,6
ERCOT North 345KV Peak,9/12/2016,9/13/2016,9/13/2016,29.5,29.5,29.5,1.31,16 000,10,8
ERCOT North 345KV Peak,9/13/2016,9/14/2016,9/14/2016,31.75,31.25,31.38,1.88,9 600,4,2
ERCOT North 345KV Peak,9/14/2016,9/15/2016,9/15/2016,33,32.75,32.88,1.5,8 000,4,4
ERCOT North 345KV Peak,9/15/2016,9/16/2016,9/16/2016,32.25,32,32.01,-0.87,23 200,15,9
ERCOT North 345KV Peak,9/16/2016,9/19/2016,9/19/2016,42.75,40.75,41.94,9.93,12 800,15,13
ERCOT North 345KV Peak,9/19/2016,9/20/2016,9/20/2016,72,68,71.17,29.23,20 000,25,10
ERCOT North 345KV Peak,9/20/2016,9/21/2016,9/21/2016,37,36.5,36.67,-34.5,9 600,9,9
ERCOT North 345KV Peak,9/21/2016,9/22/2016,9/22/2016,33,31.5,32.29,-4.38,5 600,7,7
ERCOT North 345KV Peak,9/22/2016,9/23/2016,9/23/2016,29.5,29.5,29.5,-2.79,800,1,2
ERCOT North 345KV Peak,9/23/2016,9/26/2016,9/26/2016,25.5,25.5,25.5,-4,1 600,2,3
ERCOT North 345KV Peak,9/27/2016,9/28/2016,9/28/2016,28,28,28,2.5,7 200,9,5
ERCOT North 345KV Peak,9/28/2016,9/29/2016,9/29/2016,24.5,24.5,24.5,-3.5,800,1,2
ERCOT North 345KV Peak,9/29/2016,9/30/2016,9/30/2016,25,24,24.42,-0.08,2 400,3,4
ERCOT North 345KV Peak,9/30/2016,10/3/2016,10/3/2016,27.75,27.25,27.5,3.08,1 600,2,4
ERCOT North 345KV Peak,10/3/2016,10/4/2016,10/4/2016,25,25,25,-2.5,1 600,2,2
ERCOT North 345KV Peak,10/4/2016,10/5/2016,10/5/2016,34.5,33,34,9,2 400,3,4
ERCOT North 345KV Peak,10/5/2016,10/6/2016,10/6/2016,35.5,35,35.07,1.07,11 200,14,7
ERCOT North 345KV Peak,10/6/2016,10/7/2016,10/7/2016,26.75,26.5,26.56,-8.51,3 200,4,3
ERCOT North 345KV Peak,10/10/2016,10/11/2016,10/11/2016,26.5,26.5,26.5,-0.06,800,1,2
ERCOT North 345KV Peak,10/11/2016,10/12/2016,10/12/2016,32.75,32.25,32.58,6.08,4 800,6,4
ERCOT North 345KV Peak,10/12/2016,10/13/2016,10/13/2016,28.75,28.75,28.75,-3.83,800,1,2
ERCOT North 345KV Peak,10/14/2016,10/17/2016,10/17/2016,34.25,32,33.54,4.79,28 000,28,13
ERCOT North 345KV Peak,10/17/2016,10/18/2016,10/18/2016,64,55.25,58.31,24.77,3 200,4,6
ERCOT North 345KV Peak,10/18/2016,10/19/2016,10/19/2016,41,40,40.43,-17.88,5 600,7,6
ERCOT North 345KV Peak,10/19/2016,10/20/2016,10/20/2016,25.5,25.5,25.5,-14.93,1 600,2,3
ERCOT North 345KV Peak,10/20/2016,10/21/2016,10/21/2016,24.5,24.5,24.5,-1,800,1,2
ERCOT North 345KV Peak,10/21/2016,10/24/2016,10/24/2016,26.75,26.25,26.5,2,10 400,13,6
ERCOT North 345KV Peak,10/25/2016,10/26/2016,10/26/2016,27,26.5,26.7,0.2,4 000,5,5
ERCOT North 345KV Peak,10/26/2016,10/27/2016,10/27/2016,29.5,28.25,28.67,1.97,7 200,9,7
ERCOT North 345KV Peak,10/28/2016,10/31/2016,10/31/2016,25.25,25,25.17,-3.5,10 400,7,5
ERCOT North 345KV Peak,10/31/2016,11/1/2016,11/1/2016,25,25,25,-0.17,800,1,2
ERCOT North 345KV Peak,11/1/2016,11/2/2016,11/2/2016,26,25.75,25.91,0.91,4 800,6,7
ERCOT North 345KV Peak,11/2/2016,11/3/2016,11/3/2016,24.25,24,24.01,-1.9,14 400,14,13
ERCOT North 345KV Peak,11/4/2016,11/7/2016,11/7/2016,23.25,23.25,23.25,-0.76,6 400,3,3
ERCOT North 345KV Peak,11/7/2016,11/8/2016,11/8/2016,24,22,22.28,-0.97,8 000,8,6
ERCOT North 345KV Peak,11/8/2016,11/9/2016,11/9/2016,22.5,22,22.17,-0.11,4 800,6,7
ERCOT North 345KV Peak,11/9/2016,11/10/2016,11/10/2016,21.5,21.5,21.5,-0.67,800,1,2
ERCOT North 345KV Peak,11/10/2016,11/11/2016,11/11/2016,21,20.85,20.96,-0.54,3 200,4,5
ERCOT North 345KV Peak,11/14/2016,11/15/2016,11/15/2016,21.75,21,21.36,0.4,7 200,5,6
ERCOT North 345KV Peak,11/15/2016,11/16/2016,11/16/2016,20,20,20,-1.36,8 000,5,5
ERCOT North 345KV Peak,12/1/2016,12/2/2016,12/2/2016,27.5,27.5,27.5,7.5,4 800,6,4
ERCOT North 345KV Peak,12/2/2016,12/5/2016,12/5/2016,28,28,28,0.5,800,1,2
ERCOT North 345KV Peak,12/5/2016,12/6/2016,12/6/2016,29.5,29.5,29.5,1.5,800,1,2
ERCOT North 345KV Peak,12/7/2016,12/8/2016,12/8/2016,38,37,37.75,8.25,4 800,6,4
ERCOT North 345KV Peak,12/8/2016,12/9/2016,12/9/2016,41,38.5,39.32,1.57,5 600,7,6
ERCOT North 345KV Peak,12/9/2016,12/12/2016,12/12/2016,29,28,28.5,-10.82,1 600,2,4
ERCOT North 345KV Peak,12/12/2016,12/13/2016,12/13/2016,28.5,28.5,28.5,0,6 400,8,5
ERCOT North 345KV Peak,12/16/2016,12/19/2016,12/19/2016,55,54,54.33,25.83,2 400,3,4
ERCOT North 345KV Peak,12/19/2016,12/20/2016,12/20/2016,33,33,33,-21.33,7 200,4,6
ERCOT North 345KV Peak,12/22/2016,12/23/2016,12/23/2016,25.25,25.25,25.25,-7.75,800,1,2
ERCOT North 345KV Peak,12/27/2016,12/28/2016,12/28/2016,29.25,29.25,29.25,4,1 600,2,2
ERCOT North 345KV Peak,1/3/2017,1/4/2017,1/4/2017,28.5,28.5,28.5,-0.75,800,1,2
Indiana Hub RT Peak,12/31/2015,1/4/2016,1/4/2016,30.6,30.6,30.6,3.68,800,1,2
Indiana Hub RT Peak,1/4/2016,1/5/2016,1/5/2016,30.25,29.95,30.09,-0.51,6 400,8,9
Indiana Hub RT Peak,1/5/2016,1/6/2016,1/6/2016,27.75,27.75,27.75,-2.34,2 400,3,4
Indiana Hub RT Peak,1/6/2016,1/7/2016,1/7/2016,26.25,26,26.13,-1.62,3 200,4,5
Indiana Hub RT Peak,1/8/2016,1/11/2016,1/11/2016,36,35.9,35.95,9.82,4 800,6,5
Indiana Hub RT Peak,1/11/2016,1/12/2016,1/12/2016,31.35,31,31.23,-4.72,6 400,8,13
Indiana Hub RT Peak,1/12/2016,1/13/2016,1/13/2016,30,29.75,29.92,-1.31,7 200,9,8
Indiana Hub RT Peak,1/13/2016,1/14/2016,1/14/2016,25.5,25,25.33,-4.59,2 400,3,6
Indiana Hub RT Peak,1/15/2016,1/15/2016,1/15/2016,23.25,23,23.13,-2.2,1 600,2,4
Indiana Hub RT Peak,1/15/2016,1/18/2016,1/18/2016,34.3,30,33.23,10.1,31 200,35,14
Indiana Hub RT Peak,1/19/2016,1/20/2016,1/20/2016,28.9,28.25,28.47,-4.76,4 800,5,3
Indiana Hub RT Peak,1/20/2016,1/21/2016,1/21/2016,25.75,25.75,25.75,-2.72,3 200,4,5
Indiana Hub RT Peak,1/21/2016,1/22/2016,1/22/2016,26.5,26.5,26.5,0.75,3 200,4,3
Indiana Hub RT Peak,1/22/2016,1/25/2016,1/25/2016,26.5,26.5,26.5,0,800,1,2
Indiana Hub RT Peak,1/25/2016,1/26/2016,1/26/2016,25.25,25.25,25.25,-1.25,800,1,2
Indiana Hub RT Peak,1/26/2016,1/27/2016,1/27/2016,24.3,24.3,24.3,-0.95,800,1,2
Indiana Hub RT Peak,1/29/2016,1/29/2016,1/29/2016,24.25,24,24.13,-0.17,1 600,2,3
Indiana Hub RT Peak,2/1/2016,2/2/2016,2/2/2016,23.9,23.9,23.9,-0.23,800,1,2
Indiana Hub RT Peak,2/3/2016,2/3/2016,2/3/2016,23.5,22.7,22.99,-0.91,4 000,5,8
Indiana Hub RT Peak,2/3/2016,2/4/2016,2/4/2016,24.25,24,24.14,1.15,3 200,4,5
Indiana Hub RT Peak,2/8/2016,2/9/2016,2/9/2016,28,28,28,3.86,1 600,2,3
Indiana Hub RT Peak,2/9/2016,2/10/2016,2/10/2016,30.3,30.25,30.28,2.28,1 600,2,4
Indiana Hub RT Peak,2/10/2016,2/11/2016,2/11/2016,32.15,31,31.58,1.3,4 000,5,7
Indiana Hub RT Peak,2/11/2016,2/12/2016,2/12/2016,27.5,27.25,27.42,-4.16,2 400,3,5
Indiana Hub RT Peak,2/19/2016,2/22/2016,2/22/2016,22.25,22.25,22.25,-5.17,800,1,2
Indiana Hub RT Peak,2/22/2016,2/23/2016,2/23/2016,23.1,23.05,23.08,0.83,1 600,2,4
Indiana Hub RT Peak,2/23/2016,2/24/2016,2/24/2016,23.4,23,23.2,0.12,1 600,2,4
Indiana Hub RT Peak,2/25/2016,2/26/2016,2/26/2016,24,24,24,0.8,4 800,6,5
